SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Z Scores
4192-10,2,SL008039,Alcohol dehydrogenase [NADP(+)],AK1A1,P14550,10327,AKR1A1,-0.410927464
24488-8,3,SL023453,Protein HID1,HID1,Q8IV36,283987,HID1,-0.411074417
6713-4,3,SL017588,Low-density lipoprotein receptor-related protein 11,LRP11,Q86VZ4,84918,LRP11,-0.411161168
6387-61,3,SL004530,Defensin-5,HD-5,Q01523,1670,DEFA5,-0.411440168
25466-84,3,SL022649,Kynurenine 3-monooxygenase,KMO,O15229,8564,KMO,-0.411547555
12504-26,3,SL008078,Leiomodin-1,LMOD1,P29536,25802,LMOD1,-0.41172915
17706-4,3,SL020934,Protein phosphatase 1 regulatory subunit 1A,PPR1A,Q13522,5502,PPP1R1A,-0.412147574
5490-53,3,SL010384,Testican-1,Testican-1,Q08629,6695,SPOCK1,-0.412245035
12864-9,3,SL019960,Magnesium transporter NIPA4,NIPA4,Q0D2K0,348938,NIPAL4,-0.41232385
5723-4,3,SL007263,Insulin-like 3,INSL3,P51460,3640,INSL3,-0.412325113
15468-14,3,SL002690,Complement factor H-related protein 1,FHR1,Q03591,3078,CFHR1,-0.412358187
13053-6,3,SL015342,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),S6A14,Q9UN76,11254,SLC6A14,-0.413577481
22009-1,3,SL014650,Protein phosphatase 1B,PPM1B,O75688,5495,PPM1B,-0.413721548
21497-32,3,SL008337,Hypoxia up-regulated protein 1,HYOU1,Q9Y4L1,10525,HYOU1,-0.413744671
13543-7,3,SL005407,Prostaglandin reductase 1,LTB4DH,Q14914,22949,PTGR1,-0.413811265
12597-68,3,SL019171,Autophagy protein 5,Autophagy protein 5,Q9H1Y0,9474,ATG5,-0.413910835
22549-73,3,SL003821,RIP,RIP,Q13546,8737,RIPK1,-0.414418372
22508-2,3,SL007995,NADH dehydrogenase,NDUBA,O96000,4716,NDUFB10,-0.414619184
17455-42,3,SL009337,Folate receptor alpha,FOLR1,P15328,2348,FOLR1,-0.415445312
15430-165,3,SL012859,Opticin,OPT,Q9UBM4,26254,OPTC,-0.415555198
4238-4,2,SL012168,Protein lin-7 homolog B,LIN7B,Q9HAP6,64130,LIN7B,-0.415685973
13470-43,3,SL014902,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,Q03431,5745,PTH1R,-0.415863367
9738-7,3,SL017982,FAS-associated factor 2,FAF2,Q96CS3,23197,FAF2,-0.41611442
20373-141,3,SL022052,Glucose-induced degradation protein 8 homolog,GID8,Q9NWU2,54994,GID8,-0.416410146
13692-154,3,SL004689,WNT1-inducible-signaling pathway protein 1,WISP-1,O95388,8840,CCN4,-0.41642782
8975-26,3,SL018831,Cell differentiation protein RCD1 homolog,RCD1,Q92600,9125,CNOT9,-0.416469977
17468-1,3,SL019429,Suppressor of fused homolog,SUFU,Q9UMX1,51684,SUFU,-0.41710587
21440-9,3,SL010608,ADAM 8,ADAM-8,P78325,101,ADAM8,-0.417427869
18276-34,3,SL021021,T-cell leukemia/lymphoma protein 1B,TCL1B,O95988,9623,TCL1B,-0.417733119
9829-91,3,SL000579,Bile salt sulfotransferase,SULT 2A1,Q06520,6822,SULT2A1,-0.417922554
5687-5,3,SL008641,Glucosidase 2 subunit beta,GLU2B,P14314,5589,PRKCSH,-0.417947043
6371-50,3,SL007014,Angiopoietin-related protein 7,ANGL7,O43827,10218,ANGPTL7,-0.418100996
15375-49,3,SL011428,Carboxypeptidase B,Carboxypeptidase B1,P15086,1360,CPB1,-0.418295996
9468-8,3,SL005403,Vesicular integral-membrane protein VIP36,"Lectin, mannose-binding 2",Q12907,10960,LMAN2,-0.418603208
4480-59,2,SL000314,Complement C3b,C3b,P01024,718,C3,-0.418697211
11391-69,3,SL015949,Mevalonate kinase,MVK,Q03426,4598,MVK,-0.419059155
2780-35,2,SL000496,Lactotransferrin,Lactoferrin,P02788,4057,LTF,-0.419273934
20367-6,3,SL021603,L-amino-acid oxidase,OXLA,Q96RQ9,259307,IL4I1,-0.419534076
11989-35,3,SL019200,ER membrane protein complex subunit 1,EMC1,Q8N766,23065,EMC1,-0.419552046
24221-3,3,SL004261,Peroxisome proliferator activated receptor gamma,PPAR gamma,P37231,5468,PPARG,-0.419616294
20245-13,3,SL003676,Retinoic acid receptor RXR-alpha,Retinoic acid receptor RXR-alpha,P19793,6256,RXRA,-0.419647946
21161-16,3,SL022045,"rRNA methyltransferase 2, mitochondrial",MRM2,Q9UI43,29960,MRM2,-0.420026148
3046-31,1,SL004260,Resistin,resistin,Q9HD89,56729,RETN,-0.420268592
23303-131,3,SL023347,Thioredoxin domain-containing protein 9,TXND9,O14530,10190,TXNDC9,-0.420474976
14114-18,3,SL019019,PILR alpha-associated neural protein,PIANP,Q8IYJ0,196500,PIANP,-0.420483009
8890-9,3,SL018697,Transmembrane protein 132B,T132B,Q14DG7,114795,TMEM132B,-0.42069307
19132-1,3,SL015005,"39S ribosomal protein L2, mitochondrial",RM02,Q5T653,51069,MRPL2,-0.421230262
9081-39,3,SL018842,Zinc transporter 3,ZNT3,Q99726,7781,SLC30A3,-0.421283135
5272-55,2,SL025981,SHC-transforming protein 1:Src Homology domain,SHC1:SH2,P29353,6464,SHC1,-0.421370222
13713-164,3,SL020224,Vesicle-trafficking protein SEC22a,SC22A,Q96IW7,26984,SEC22A,-0.421561215
14618-26,3,SL012766,"Vesicular, overexpressed in cancer, prosurvival protein 1",ECOP,Q96AW1,81552,VOPP1,-0.422174161
5963-9,3,SL010588,Dermokine,Dermokine,Q6E0U4,93099,DMKN,-0.422283245
7796-10,3,SL011613,B-cell antigen receptor complex-associated protein alpha chain,CD79A,P11912,973,CD79A,-0.422483012
22481-15,3,SL022787,IQ domain-containing protein D,IQCD,Q96DY2,115811,IQCD,-0.422498819
8071-114,3,SL018382,Protocadherin beta-7,PCDB7,Q9Y5E2,56129,PCDHB7,-0.423094247
6558-5,3,SL012886,Collectin-10,COL10,Q9Y6Z7,10584,COLEC10,-0.423745899
25913-17,3,SL007933,Ferritin heavy chain,FRIH,P02794,2495,FTH1,-0.424189132
20173-39,3,SL021143,Calpain-9,CAN9,O14815,10753,CAPN9,-0.424698529
10499-1,3,SL008733,Transmembrane protein 106A,T106A,Q96A25,113277,TMEM106A,-0.424731913
7745-3,3,SL008314,CDGSH iron-sulfur domain-containing protein 1,ZCD1,Q9NZ45,55847,CISD1,-0.426406503
11436-6,3,SL008211,Alpha-internexin,AINX,Q16352,9118,INA,-0.426783395
8905-20,3,SL018695,Calcium-activated potassium channel subunit beta-3,KCMB3,Q9NPA1,27094,KCNMB3,-0.42690891
11262-39,3,SL019367,TraB domain-containing protein,TRABD,Q9H4I3,80305,TRABD,-0.426997416
20385-21,3,SL021992,Ceramide-1-phosphate transfer protein,CPTP,Q5TA50,80772,CPTP,-0.427543489
13027-20,3,SL019531,Chromobox protein homolog 7,CBX7,O95931,23492,CBX7,-0.427821995
4866-59,2,SL004160,BDNF/NT-3 growth factors receptor,TrkB,Q16620,4915,NTRK2,-0.42807678
7797-11,3,SL018243,Coiled-coil domain-containing protein 167,CC167,Q9P0B6,154467,CCDC167,-0.42845014
2946-52,2,SL003327,Complement factor D,Factor D,P00746,1675,CFD,-0.428482648
5088-175,3,SL005185,Interleukin-23 receptor,IL-23 R,Q5VWK5,149233,IL23R,-0.428847707
14283-12,3,SL008144,Ras-related protein Rab-14,RAB14,P61106,51552,RAB14,-0.429165457
21863-11,3,SL022147,Cytosolic Fe-S cluster assembly factor NUBP2,NUBP2,Q9Y5Y2,10101,NUBP2,-0.429893635
7939-1,3,SL018334,Putative uncharacterized protein PQLC2L,CC055,A1A4F0,152078,SLC66A1L,-0.430141487
7081-2,4,SL014573,Butyrophilin subfamily 3 member A1,BT3A1,O00481,11119,BTN3A1,-0.430184783
22531-44,3,SL022929,Pituitary homeobox 2,PITX2,Q99697,5308,PITX2,-0.430450672
23375-4,3,SL023451,Ret finger protein-like 3,RFPL3,O75679,10738,RFPL3,-0.43064386
12372-50,3,SL005671,Tropomyosin alpha-3 chain,Tropomyosin alpha-3 chain,P06753,7170,TPM3,-0.430674579
14021-81,3,SL020316,Mediator of RNA polymerase II transcription subunit 4,MED4,Q9NPJ6,29079,MED4,-0.431334846
18322-15,3,SL020972,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,JMJD6,Q6NYC1,23210,JMJD6,-0.431871871
5133-17,3,SL002078,TGF-beta receptor type-2,TGF-b R II,P37173,7048,TGFBR2,-0.431901806
16558-2,3,SL008560,Myocilin,MYOC,Q99972,4653,MYOC,-0.432145045
23559-10,3,SL012775,DDRGK domain-containing protein 1,DDRGK,Q96HY6,65992,DDRGK1,-0.432353493
25076-2,3,SL004927,Selenium-binding protein 1,Selenium-binding protein 1,Q13228,8991,SELENBP1,-0.432507203
21111-49,3,SL022070,Hsp70-binding protein 1,HPBP1,Q9NZL4,23640,HSPBP1,-0.432943413
17199-43,3,SL021005,Hypoxia-inducible factor 1-alpha inhibitor,HIF1N,Q9NWT6,55662,HIF1AN,-0.433166217
7842-52,3,SL007045,Small EDRK-rich factor 1,SERF1,O75920,728492,SERF1A,-0.433209232
18205-123,3,SL011949,Melanoma-associated antigen 6,MAGE-6,P43360,4105,MAGEA6,-0.433271968
8785-1,3,SL025799,Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5,ARMC5:ARM 5,Q96C12,79798,ARMC5,-0.434126919
18895-54,3,SL014901,Glutathione S-transferase Mu 4,GSTM4,Q03013,2948,GSTM4,-0.434202929
7864-3,3,SL018297,Sialic acid-binding Ig-like lectin 8,SIGL8,Q9NYZ4,27181,SIGLEC8,-0.434613328
23589-21,3,SL023543,Protein phosphatase 1 regulatory subunit 27,PPR27,Q86WC6,116729,PPP1R27,-0.434790007
20522-2,3,SL018781,Interleukin-1 receptor accessory protein-like 1,IRPL1,Q9NZN1,11141,IL1RAPL1,-0.435038836
5140-56,3,SL005231,Netrin receptor UNC5D,UNC5H4,Q6UXZ4,137970,UNC5D,-0.435106936
21271-53,3,SL021845,Aldo-keto reductase family 1 member C2,AK1C2,P52895,1646,AKR1C2,-0.436140533
12030-82,3,SL004900,Desmin,Desmin,P17661,1674,DES,-0.43625041
9897-9,3,SL002090,DNA replication licensing factor MCM6,MCM6,Q14566,4175,MCM6,-0.436258022
21857-26,3,SL004936,Guanine nucleotide-binding protein subunit beta-2-like 1,RACK1,P63244,10399,RACK1,-0.436515602
22536-1,3,SL022873,Protein phosphatase 1 regulatory subunit 42,PPR42,Q7Z4L9,286187,PPP1R42,-0.436557955
12867-40,3,SL019922,Dynein light chain Tctex-type 3,DYLT3,P51808,6990,DYNLT3,-0.436603133
12799-65,3,SL019880,DnaJ homolog subfamily C member 27,DJC27,Q9NZQ0,51277,DNAJC27,-0.436725918
7268-12,3,SL018075,Interferon alpha-4,IFNA4,P05014,3441,IFNA4,-0.43689196
4959-2,1,SL004925,Anterior gradient protein 2 homolog,AGR2,O95994,10551,AGR2,-0.437089198
13950-9,3,SL025806,"Collagen type IV alpha-3-binding protein:StAR-related lipid-transfer domain, isoform 2",C43BP:START domain,Q9Y5P4,10087,CERT1,-0.437398232
10716-35,3,SL010942,26S proteasome non-ATPase regulatory subunit 5,PSMD5,Q16401,5711,PSMD5,-0.437885196
8645-257,3,SL025959,Peroxisomal membrane protein PEX14:C-term,PEX14:C-term,O75381,5195,PEX14,-0.438650683
16859-100,3,SL016527,Endophilin-B1,SHLB1,Q9Y371,51100,SH3GLB1,-0.438677766
13991-47,3,SL020285,Eukaryotic translation initiation factor 4 gamma 3,IF4G3,O43432,8672,EIF4G3,-0.438765863
24323-43,3,SL023691,BRO1 domain-containing protein BROX,BROX,Q5VW32,148362,BROX,-0.438778485
25454-38,3,SL014851,Protein arginine N-methyltransferase 2,ANM2,P55345,3275,PRMT2,-0.439217079
25080-16,3,SL023140,UDP-glucuronosyltransferase 2B15,UDB15,P54855,7366,UGT2B15,-0.439323511
23340-37,3,SL023292,Methylthioribose-1-phosphate isomerase,MTNA,Q9BV20,84245,MRI1,-0.439945363
9279-7,3,SL025884,Immunoglobulin superfamily member 11:Extracellular domain,IGS11:ECD,Q5DX21,152404,IGSF11,-0.440667095
22383-21,3,SL002546,MITF,MITF,O75030,4286,MITF,-0.440763804
19821-10,3,SL004513,Peptidoglycan recognition protein I-beta,PGRP-I-beta,Q96LB8,57115,PGLYRP4,-0.440771168
10081-17,3,SL019243,DNA-binding protein SATB2,SATB2,Q9UPW6,23314,SATB2,-0.442393226
7225-51,3,SL016479,Membrane magnesium transporter 1,MMGT1,Q8N4V1,93380,MMGT1,-0.442468353
17692-2,3,SL006193,Butyrophilin subfamily 3 member A3,BT3A3,O00478,10384,BTN3A3,-0.442568639
6478-2,3,SL017460,IgLON family member 5,IGLO5,A6NGN9,402665,IGLON5,-0.442644781
21143-10,3,SL007872,Calcyphosin,Calcyphosin,Q13938,828,CAPS,-0.442833818
3422-4,2,SL010494,Cyclin-dependent kinase 1:G2/mitotic-specific cyclin-B1 complex,CDK1/cyclin B,P06493|P14635,983|891,CDK1|CCNB1,-0.442966614
18179-56,3,SL011200,Spermine synthase,SPSY,P52788,6611,SMS,-0.443572744
8990-42,3,SL014845,Sodium/potassium-transporting ATPase subunit beta-3,AT1B3,P54709,483,ATP1B3,-0.443620198
23657-102,3,SL023354,Heterogeneous nuclear ribonucleoprotein L-like,HNRLL,Q8WVV9,92906,HNRNPLL,-0.443836642
9243-10,3,SL012687,Lysozyme g-like protein 1,LYG1,Q8N1E2,129530,LYG1,-0.443958758
24457-12,3,SL002032,USF2,USF2,Q15853,7392,USF2,-0.444060734
5727-35,3,SL017109,"Beta-1,3-glucosyltransferase",B3GLT,Q6Y288,145173,B3GLCT,-0.444249866
12644-63,3,SL019828,Adenylosuccinate synthetase isozyme 2,PURA2,P30520,159,ADSS2,-0.444598085
24904-121,3,SL023600,Syntaxin-binding protein 4,STXB4,Q6ZWJ1,252983,STXBP4,-0.44471001
18863-176,3,SL013988,Carbohydrate sulfotransferase 2,CHST2,Q9Y4C5,9435,CHST2,-0.444838317
13482-14,3,SL020129,CCR4-NOT transcription complex subunit 1,CNOT1,A5YKK6,23019,CNOT1,-0.445196706
12678-66,3,SL013011,U1 small nuclear ribonucleoprotein A,SNRPA,P09012,6626,SNRPA,-0.445285413
5114-65,3,SL005212,Prolactin receptor,Prolactin Receptor,P16471,5618,PRLR,-0.44560507
13687-5,3,SL003176,C-C motif chemokine 1,I-309,P22362,6346,CCL1,-0.445870448
14192-31,3,SL019930,Phosducin-like protein 2,PDCL2,Q8N4E4,132954,PDCL2,-0.445895026
12427-8,3,SL007185,M-phase inducer phosphatase 2,MPIP2,P30305,994,CDC25B,-0.445995402
18422-41,3,SL013390,Diphosphomevalonate decarboxylase,ERG19,P53602,4597,MVD,-0.446198785
13501-10,3,SL020163,Solute carrier family 35 member G2,S35G2,Q8TBE7,80723,SLC35G2,-0.446199443
4127-75,1,SL000322,Complement component C6,C6,P13671,729,C6,-0.446493613
7812-11,3,SL004477,Protein S100-A9,calgranulin B,P06702,6280,S100A9,-0.446566827
6919-3,3,SL017970,Hemoglobin subunit zeta,HBAZ,P02008,3050,HBZ,-0.447436746
22037-47,3,SL013234,EF-hand domain-containing protein D2,EFHD2,Q96C19,79180,EFHD2,-0.447455024
24923-27,3,SL023613,Secernin-3,SCRN3,Q0VDG4,79634,SCRN3,-0.447797084
3003-29,2,SL005205,Natural cytotoxicity triggering receptor 3,NKp30,O14931,259197,NCR3,-0.448030286
2838-53,1,SL003332,Matrix metalloproteinase-17,MMP-17,Q9ULZ9,4326,MMP17,-0.44843531
3629-60,4,SL006805,Serine/threonine-protein kinase MRCK beta,MRCKB,Q9Y5S2,9578,CDC42BPB,-0.448928754
2806-49,2,SL004128,Activin receptor type-1B,Activin RIB,P36896,91,ACVR1B,-0.4489816
7969-163,3,SL012712,Protein WFDC11,WFD11,Q8NEX6,259239,WFDC11,-0.449267081
3837-6,2,SL010519,Tyrosine-protein kinase ZAP-70,ZAP70,P43403,7535,ZAP70,-0.449327646
3367-8,3,SL006777,Fetuin-B,FETUB,Q9UGM5,26998,FETUB,-0.449492267
20134-27,3,SL018780,Macrophage receptor MARCO,MARCO,Q9UEW3,8685,MARCO,-0.449497766
13556-28,3,SL020157,5-hydroxytryptamine receptor 2A,5HT2A,P28223,3356,HTR2A,-0.450414586
9778-45,3,SL019131,Transmembrane protein 52B,TM52B,Q4KMG9,120939,TMEM52B,-0.450424693
25074-119,3,SL023723,Putative glycerol kinase 5,GLPK5,Q6ZS86,256356,GK5,-0.450641955
21887-2,3,SL012665,Cerebellin-2,CBLN2,Q8IUK8,147381,CBLN2,-0.450652709
6962-5,3,SL017963,"HLA class II histocompatibility antigen, DR beta 3 chain",DRB3,P79483,3125,HLA-DRB3,-0.450949
5253-1,2,SL011400,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,P54750,5136,PDE1A,-0.451046791
19555-1,3,SL013060,Small ubiquitin-related modifier 2,SUMO2,P61956,6613,SUMO2,-0.451091085
24636-9,3,SL006052,Dr1-associated corepressor,Dr1-associated corepressor,Q14919,10589,DRAP1,-0.451356606
11356-19,3,SL019423,Protein DGCR14,DGC14,Q96DF8,8220,ESS2,-0.451361213
12368-18,3,SL013848,Histone acetyltransferase KAT2B,PCAF,Q92831,8850,KAT2B,-0.451461619
6603-18,3,SL012426,Anosmin-1,KALM,P23352,3730,ANOS1,-0.451478624
13229-20,3,SL019996,Protein Mdm4,MDM4,O15151,4194,MDM4,-0.451608107
6508-68,3,SL008357,Secretoglobin family 1D member 2,SG1D2,O95969,10647,SCGB1D2,-0.45183614
20931-156,3,SL021958,"Methylglutaconyl-CoA hydratase, mitochondrial",AUHM,Q13825,549,AUH,-0.452190186
13673-21,3,SL008288,T-complex protein 1 subunit eta,TCPH,Q99832,10574,CCT7,-0.452278958
2730-58,2,SL005199,MHC class I polypeptide-related sequence A,MICA,Q29983,100507436,MICA,-0.452421965
19111-10,3,SL013053,NEDD8-conjugating enzyme Ubc12,UBC12,P61081,9040,UBE2M,-0.452639386
10557-6,3,SL018003,Testis-expressed sequence 29 protein,TEX29,Q8N6K0,121793,TEX29,-0.452764846
22584-2,3,SL005198,Low-density lipoprotein receptor-related protein 6,LRP6,O75581,4040,LRP6,-0.452825192
3628-3,4,SL010501,Dual specificity mitogen-activated protein kinase kinase 2,MP2K2,P36507,5605,MAP2K2,-0.453032203
25037-4,3,SL023188,Aspartyl aminopeptidase,DNPEP,Q9ULA0,23549,DNPEP,-0.453266726
21144-160,3,SL021448,Serine/threonine-protein kinase Sgk1,SGK1,O00141,6446,SGK1,-0.453278619
23386-38,3,SL023759,T-complex protein 10A homolog 2,TCP2L,B9ZVM9,401285,None,-0.453426546
5590-11,3,SL017070,Zona pellucida-like domain-containing protein 1,ZPLD1,Q8TCW7,131368,ZPLD1,-0.453520391
3647-49,4,SL018625,Toll-like receptor 4:Lymphocyte antigen 96 complex,TLR4:MD-2 complex,O00206|Q9Y6Y9,7099|23643,TLR4|LY96,-0.453727869
16926-44,3,SL000255,"Alkaline phosphatase, tissue-nonspecific isozyme","Alkaline phosphatase, liver",P05186,249,ALPL,-0.453754841
19631-13,3,SL014330,Kininostatin,Kininostatin,P01042,3827,KNG1,-0.453824524
25270-3,3,SL013764,Probable transcription factor PML,PML,P29590,5371,PML,-0.454630868
5034-79,1,SL010388,Trypsin-2,Trypsin 2,P07478,5645,PRSS2,-0.454800647
6464-40,3,SL017467,Transmembrane protein PVRIG,PVRIG,Q6DKI7,79037,PVRIG,-0.454887365
11247-20,3,SL019366,"N-acetylglutamate synthase, mitochondrial",NAGS,Q8N159,162417,NAGS,-0.455837815
24468-36,3,SL010833,Beta-adducin,ADDB,P35612,119,ADD2,-0.455946773
4138-25,2,SL004346,Interleukin-20,IL-20,Q9NYY1,50604,IL20,-0.456665856
9765-4,3,SL019150,Nuclear distribution protein nudE homolog 1,NDE1,Q9NXR1,54820,NDE1,-0.4573054
18945-11,3,SL005113,Regulator of G-protein signaling 1,RGS1,Q08116,5996,RGS1,-0.457647246
19251-56,3,SL005269,Serglycin,Platelet proteoglycan,P10124,5552,SRGN,-0.457798279
13570-43,3,SL008163,Vigilin,VIGLN,Q00341,3069,HDLBP,-0.458210798
25251-6,3,SL018016,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3,ENPP3,O14638,5169,ENPP3,-0.458570816
12473-48,3,SL015285,BTB/POZ domain-containing protein KCTD5,KCTD5,Q9NXV2,54442,KCTD5,-0.458824094
16850-5,3,SL005359,Regulator of G-protein signaling 5,RGS5,O15539,8490,RGS5,-0.459237362
23031-6,3,SL006629,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,22933,SIRT2,-0.460804353
9487-60,3,SL005255,Somatoliberin,Growth hormone-releasing factor,P01286,2691,GHRH,-0.460964362
23284-5,3,SL004972,LIM domain only transcription factor protein 4,LMO4,P61968,8543,LMO4,-0.461879091
7193-98,3,SL018124,Protocadherin alpha-C1,PCDC1,Q9H158,56135,PCDHAC1,-0.462601555
16919-1,3,SL008480,Acyl-CoA-binding protein,ACBP,P07108,1622,DBI,-0.462826256
11556-19,3,SL015077,ADP-ribosylation factor GTPase-activating protein 1,ARFG1,Q8N6T3,55738,ARFGAP1,-0.463052087
4428-1,2,SL013988,Carbohydrate sulfotransferase 2,CHST2,Q9Y4C5,9435,CHST2,-0.463208076
4203-50,2,SL004920,Cofilin-1,Cofilin-1,P23528,1072,CFL1,-0.463592228
7919-278,3,SL012769,Protein FAM3D,FAM3D,Q96BQ1,131177,FAM3D,-0.463629194
6079-59,3,SL017266,2-phosphoxylose phosphatase 1,ACPL2,Q8TE99,92370,PXYLP1,-0.464300538
8418-30,3,SL002723,Catenin beta-1,b-Catenin,P35222,1499,CTNNB1,-0.464337051
7867-154,3,SL015271,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",SIA7A,Q9NSC7,55808,ST6GALNAC1,-0.464664016
25917-12,3,SL005385,Beta-hexosaminidase alpha chain,Hexosaminidase A,P06865,3073,HEXA,-0.464945879
23267-5,3,SL022557,BTB/POZ domain-containing protein KCTD6,KCTD6,Q8NC69,200845,KCTD6,-0.465120228
11134-30,3,SL019322,"Peptide chain release factor 1-like, mitochondrial",RF1ML,Q9UGC7,54516,MTRF1L,-0.465133831
19126-4,3,SL005717,Regulation of nuclear pre-mRNA domain-containing protein 1B,C20orf77,Q9NQG5,58490,RPRD1B,-0.465362228
11383-41,3,SL001732,"Keratin, type II cytoskeletal 7",Keratin 7,P08729,3855,KRT7,-0.465462025
17475-18,3,SL010511,Lymphokine-activated killer T-cell-originated protein kinase,TOPK,Q96KB5,55872,PBK,-0.465572204
5356-2,3,SL003080,Macrophage migration inhibitory factor,MIF,P14174,4282,MIF,-0.465697132
20103-176,3,SL002882,N-glycosylase/DNA lyase,N-glycosylase/DNA lyase,O15527,4968,OGG1,-0.46590508
10440-26,3,SL025782,CXADR-like membrane protein:Extracellular domain,ACAM:ECD,Q9H6B4,79827,CLMP,-0.466363852
24450-96,3,SL023721,UPF0692 protein C19orf54,CS054,Q5BKX5,284325,C19orf54,-0.466424351
14112-40,3,SL005213,Tumor necrosis factor receptor superfamily member 19L,RELT,Q969Z4,84957,RELT,-0.466479873
13575-40,3,SL020209,Segment polarity protein dishevelled homolog DVL-2,DVL2,O14641,1856,DVL2,-0.466486155
9030-56,3,SL018827,Uncharacterized protein C17orf89,CQ089,A1L188,284184,NDUFAF8,-0.466543932
3122-6,2,SL003733,"Diablo homolog, mitochondrial",SMAC,Q9NR28,56616,DIABLO,-0.466584768
22811-5,3,SL022895,Translation machinery-associated protein 16,TMA16,Q96EY4,55319,TMA16,-0.466756221
13439-6,3,SL020093,IQ domain-containing protein F3,IQCF3,P0C7M6,401067,IQCF3,-0.466788736
18308-30,3,SL020946,Syntaxin-binding protein 6,STXB6,Q8NFX7,29091,STXBP6,-0.466807454
19768-13,3,SL000395,Cystatin B,Cystatin B,P04080,1476,CSTB,-0.466833081
24416-20,3,SL008236,Staphylococcal nuclease domain-containing protein 1,SND1,Q7KZF4,27044,SND1,-0.467196676
8953-47,3,SL013046,Hepatoma-derived growth factor,HDGF,P51858,3068,HDGF,-0.467401452
11312-40,3,SL019432,Mismatch repair endonuclease PMS2,PMS2,P54278,5395,PMS2,-0.467454982
3741-4,3,SL000481,Interleukin-5,IL-5,P05113,3567,IL5,-0.467947708
12635-9,3,SL019822,tRNA (cytosine(38)-C(5))-methyltransferase,TRDMT,O14717,1787,TRDMT1,-0.468131844
12444-39,3,SL006967,Nuclear receptor subfamily 5 group A member 2,NR5A2,O00482,2494,NR5A2,-0.468675026
18267-74,3,SL020939,Caspase recruitment domain-containing protein 17,CAR17,Q5XLA6,440068,CARD17,-0.469070872
12417-46,3,SL019708,EKC/KEOPS complex subunit TPRKB,TPRKB,Q9Y3C4,51002,TPRKB,-0.469079956
13541-1,3,SL016488,Myc target protein 1,MYCT1,Q8N699,80177,MYCT1,-0.469153459
15310-61,3,SL007011,Protein regulator of cytokinesis 1,PRC1,O43663,9055,PRC1,-0.469296901
24693-5,3,SL010855,Chloride intracellular channel protein 3,CLIC3,O95833,9022,CLIC3,-0.469538295
14078-69,3,SL003186,Lymphotactin,Lymphotactin,P47992,6375,XCL1,-0.469686009
16802-31,3,SL010530,OCIA domain-containing protein 1,OCAD1,Q9NX40,54940,OCIAD1,-0.470313113
17449-23,3,SL008836,CD9 antigen,CD9,P21926,928,CD9,-0.470556299
13712-104,3,SL004298,Granzyme A,granzyme A,P12544,3001,GZMA,-0.470596715
9874-28,3,SL003758,Cyclin-dependent kinase 4 inhibitor B,p15-INK4b,P42772,1030,CDKN2B,-0.470744521
20087-3,3,SL008697,15 kDa selenoprotein,selenoprotein15,O60613,9403,SELENOF,-0.470805072
13650-11,3,SL020183,Kv channel-interacting protein 1,KCIP1,Q9NZI2,30820,KCNIP1,-0.471215509
12970-35,3,SL007715,Double-stranded RNA-binding protein Staufen homolog 2,STAU2,Q9NUL3,27067,STAU2,-0.47197723
16902-17,3,SL008407,Lysosome-associated membrane glycoprotein 1,LAMP1,P11279,3916,LAMP1,-0.47259599
2794-60,2,SL000581,Superoxide dismutase [Cu-Zn],SOD,P00441,6647,SOD1,-0.472656839
14309-8,3,SL013160,Heterogeneous nuclear ribonucleoprotein H,HNRH1,P31943,3187,HNRNPH1,-0.472726922
23677-30,3,SL023388,NCK-interacting protein with SH3 domain,SPN90,Q9NZQ3,51517,NCKIPSD,-0.472968891
22113-2,3,SL022828,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",COQ6,Q9Y2Z9,51004,COQ6,-0.472980212
8038-41,3,SL014973,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",NSDHL,Q15738,50814,NSDHL,-0.47331951
4155-3,2,SL003198,Tenascin,Tenascin,P24821,3371,TNC,-0.473368202
3184-25,2,SL000358,Coagulation factor VII,Coagulation Factor VII,P08709,2155,F7,-0.47407614
10438-19,3,SL007128,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2R,P15509,1438,CSF2RA,-0.474945284
5646-20,3,SL012758,Ribonuclease K6,RNAS6,Q93091,6039,RNASE6,-0.474973332
13228-75,3,SL001999,E3 ubiquitin-protein ligase Mdm2,MDM2,Q00987,4193,MDM2,-0.475378791
4553-65,3,SL014009,Hepatoma-derived growth factor-related protein 2,HDGR2,Q7Z4V5,84717,HDGFL2,-0.476105894
14631-22,3,SL020115,Dual specificity protein phosphatase 16,DUS16,Q9BY84,80824,DUSP16,-0.476965158
